subject_id	predicate_id	object_id	mapping_justification
unit:BU_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA940_002	semapv:ManualMappingCuration
unit:BU_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA942_002	semapv:ManualMappingCuration
unit:BU_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA848_002	semapv:ManualMappingCuration
unit:BU_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA864_002	semapv:ManualMappingCuration
unit:CentiN-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAB001_002	semapv:ManualMappingCuration
unit:CentiPOISE-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAB003_002	semapv:ManualMappingCuration
unit:CAL_IT-PER-GM-DEG_C	skos:exactMatch	eclass:IRDI_0173_1_05_AAA909_002	semapv:ManualMappingCuration
unit:CAL_TH-PER-CentiM-SEC-DEG_C	skos:exactMatch	eclass:IRDI_0173_1_05_AAA906_002	semapv:ManualMappingCuration
unit:CAL_TH-PER-GM-DEG_C	skos:exactMatch	eclass:IRDI_0173_1_05_AAA903_002	semapv:ManualMappingCuration
unit:CentiM3-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA907_002	semapv:ManualMappingCuration
unit:CentiM_HG	skos:exactMatch	eclass:IRDI_0173_1_05_AAA900_002	semapv:ManualMappingCuration
unit:DeciM3-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA481_004	semapv:ManualMappingCuration
unit:DeciM3-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA843_002	semapv:ManualMappingCuration
unit:DeciM3-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA850_002	semapv:ManualMappingCuration
unit:DeciM3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB048_002	semapv:ManualMappingCuration
unit:DYN-CentiM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA898_002	semapv:ManualMappingCuration
unit:OZ_VOL_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB034_002	semapv:ManualMappingCuration
unit:OZ_VOL_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA888_002	semapv:ManualMappingCuration
unit:OZ_VOL_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB054_002	semapv:ManualMappingCuration
unit:OZ_VOL_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA953_002	semapv:ManualMappingCuration
unit:OZ_VOL_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB032_002	semapv:ManualMappingCuration
unit:J-PER-K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA652_003	semapv:ManualMappingCuration
unit:MegaJ-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA703_003	semapv:ManualMappingCuration
unit:J	skos:exactMatch	eclass:IRDI_0173_1_05_AAA029_003	semapv:ManualMappingCuration
unit:OZ_VOL_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA934_002	semapv:ManualMappingCuration
unit:OZ_VOL_US-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA927_002	semapv:ManualMappingCuration
unit:OZ_VOL_US-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB030_002	semapv:ManualMappingCuration
unit:FT-PER-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA840_002	semapv:ManualMappingCuration
unit:FT-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA895_002	semapv:ManualMappingCuration
unit:FT-LB_F-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA892_002	semapv:ManualMappingCuration
unit:FT-LB_F-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA891_002	semapv:ManualMappingCuration
unit:PER-FT3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA804_002	semapv:ManualMappingCuration
unit:FT3-PER-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA851_002	semapv:ManualMappingCuration
unit:FT3-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA887_002	semapv:ManualMappingCuration
unit:FT_H2O	skos:exactMatch	eclass:IRDI_0173_1_05_AAA889_002	semapv:ManualMappingCuration
unit:FT_HG	skos:exactMatch	eclass:IRDI_0173_1_05_AAA886_002	semapv:ManualMappingCuration
unit:GAL_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA968_002	semapv:ManualMappingCuration
unit:GAL_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA812_002	semapv:ManualMappingCuration
unit:GAL_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB052_002	semapv:ManualMappingCuration
unit:GAL_US-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA997_002	semapv:ManualMappingCuration
unit:GM_F-PER-CentiM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA885_002	semapv:ManualMappingCuration
unit:GI_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB009_002	semapv:ManualMappingCuration
unit:GI_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAB045_002	semapv:ManualMappingCuration
unit:GI_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA910_002	semapv:ManualMappingCuration
unit:GI_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA938_002	semapv:ManualMappingCuration
unit:GI_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB046_002	semapv:ManualMappingCuration
unit:GI_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA853_002	semapv:ManualMappingCuration
unit:GI_US-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB019_002	semapv:ManualMappingCuration
unit:GI_US-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA897_002	semapv:ManualMappingCuration
unit:GRAIN-PER-GAL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA882_002	semapv:ManualMappingCuration
unit:GRAIN-PER-GAL_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA882_002	semapv:ManualMappingCuration
unit:HP_Boiler	skos:exactMatch	eclass:IRDI_0173_1_05_AAA810_002	semapv:ManualMappingCuration
unit:HP_Brake	skos:exactMatch	eclass:IRDI_0173_1_05_AAA810_002	semapv:ManualMappingCuration
unit:HP	skos:exactMatch	eclass:IRDI_0173_1_05_AAA880_002	semapv:ManualMappingCuration
unit:HP_Electric	skos:exactMatch	eclass:IRDI_0173_1_05_AAA880_002	semapv:ManualMappingCuration
unit:IN-PER-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA855_002	semapv:ManualMappingCuration
unit:PER-IN3	skos:exactMatch	eclass:IRDI_0173_1_05_AAB029_002	semapv:ManualMappingCuration
unit:L-PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA860_002	semapv:ManualMappingCuration
unit:PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAB036_002	semapv:ManualMappingCuration
unit:LB-FT2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA325_004	semapv:ManualMappingCuration
unit:LB-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB008_002	semapv:ManualMappingCuration
unit:LB-PER-FT-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA875_002	semapv:ManualMappingCuration
unit:LB-PER-FT-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA873_002	semapv:ManualMappingCuration
unit:LB-PER-GAL_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA916_002	semapv:ManualMappingCuration
unit:LB-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB025_002	semapv:ManualMappingCuration
unit:LB-PER-YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA871_002	semapv:ManualMappingCuration
unit:LB_F-PER-IN2-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA962_002	semapv:ManualMappingCuration
unit:PSI-IN3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA872_002	semapv:ManualMappingCuration
unit:PSI-L-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB043_002	semapv:ManualMappingCuration
unit:PSI-M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA908_002	semapv:ManualMappingCuration
unit:PSI-YD3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA874_002	semapv:ManualMappingCuration
unit:PER-PSI	skos:exactMatch	eclass:IRDI_0173_1_05_AAA836_002	semapv:ManualMappingCuration
unit:QT_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA822_002	semapv:ManualMappingCuration
unit:QT_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA890_002	semapv:ManualMappingCuration
unit:QT_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB056_002	semapv:ManualMappingCuration
unit:QT_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB026_002	semapv:ManualMappingCuration
unit:QT_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA820_002	semapv:ManualMappingCuration
unit:QT_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA893_002	semapv:ManualMappingCuration
unit:K	skos:exactMatch	eclass:IRDI_0173_1_05_AAA064_004	semapv:ManualMappingCuration
unit:KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA731_003	semapv:ManualMappingCuration
unit:KiloGM-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA301_003	semapv:ManualMappingCuration
unit:KiloHZ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA033_003	semapv:ManualMappingCuration
unit:KiloJ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA211_003	semapv:ManualMappingCuration
unit:KiloGM-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA548_003	semapv:ManualMappingCuration
unit:KiloM-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA208_003	semapv:ManualMappingCuration
unit:KiloGM-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA491_003	semapv:ManualMappingCuration
unit:KiloPA	skos:exactMatch	eclass:IRDI_0173_1_05_AAA345_003	semapv:ManualMappingCuration
unit:KiloV-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA227_003	semapv:ManualMappingCuration
unit:KiloV-A_Reactive	skos:exactMatch	eclass:IRDI_0173_1_05_AAA473_003	semapv:ManualMappingCuration
unit:KiloV	skos:exactMatch	eclass:IRDI_0173_1_05_AAA720_003	semapv:ManualMappingCuration
unit:KiloW-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA555_003	semapv:ManualMappingCuration
unit:KiloW	skos:exactMatch	eclass:IRDI_0173_1_05_AAA756_003	semapv:ManualMappingCuration
unit:QT_US-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB057_002	semapv:ManualMappingCuration
unit:QT_US-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB027_002	semapv:ManualMappingCuration
unit:MilliPA-SEC-PER-BAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAB005_002	semapv:ManualMappingCuration
unit:MilliL-PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA878_002	semapv:ManualMappingCuration
unit:L-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA356_003	semapv:ManualMappingCuration
unit:PER-MilliM3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA952_002	semapv:ManualMappingCuration
unit:MilliM3-PER-M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA956_002	semapv:ManualMappingCuration
unit:NanoGM-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA894_002	semapv:ManualMappingCuration
unit:OZ-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA809_002	semapv:ManualMappingCuration
unit:OZ-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA877_002	semapv:ManualMappingCuration
unit:OZ-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB041_002	semapv:ManualMappingCuration
unit:OZ-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA929_002	semapv:ManualMappingCuration
unit:OZ-PER-GAL_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA865_002	semapv:ManualMappingCuration
unit:OZ-PER-GAL_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA863_002	semapv:ManualMappingCuration
unit:OZ-PER-IN3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA862_002	semapv:ManualMappingCuration
unit:OZ_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA861_002	semapv:ManualMappingCuration
unit:OZ_F-IN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA856_002	semapv:ManualMappingCuration
unit:PicoS-PER-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA998_002	semapv:ManualMappingCuration
unit:PK_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA918_002	semapv:ManualMappingCuration
unit:PSI-PER-PSI	skos:exactMatch	eclass:IRDI_0173_1_05_AAA966_002	semapv:ManualMappingCuration
unit:PINT_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA944_002	semapv:ManualMappingCuration
unit:PINT_UK-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA975_002	semapv:ManualMappingCuration
unit:PINT_UK-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB017_002	semapv:ManualMappingCuration
unit:PINT_UK-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA923_002	semapv:ManualMappingCuration
unit:PINT_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA946_002	semapv:ManualMappingCuration
unit:PINT_US-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA977_002	semapv:ManualMappingCuration
unit:PINT_US-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB021_002	semapv:ManualMappingCuration
unit:PINT_US-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA924_002	semapv:ManualMappingCuration
unit:SLUG-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA999_002	semapv:ManualMappingCuration
unit:SLUG-PER-FT-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA854_002	semapv:ManualMappingCuration
unit:SLUG-PER-FT3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA849_002	semapv:ManualMappingCuration
unit:SLUG-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAB031_002	semapv:ManualMappingCuration
unit:SLUG-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB016_002	semapv:ManualMappingCuration
unit:SLUG-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA867_002	semapv:ManualMappingCuration
unit:TONNE-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB028_002	semapv:ManualMappingCuration
unit:TON_Metric-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB028_002	semapv:ManualMappingCuration
unit:TONNE-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA807_002	semapv:ManualMappingCuration
unit:TON_Metric-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA807_002	semapv:ManualMappingCuration
unit:TONNE-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA921_002	semapv:ManualMappingCuration
unit:TON_Metric-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA921_002	semapv:ManualMappingCuration
unit:TON_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA825_002	semapv:ManualMappingCuration
unit:TON_UK-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB013_002	semapv:ManualMappingCuration
unit:TON_SHIPPING_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA824_002	semapv:ManualMappingCuration
unit:TON_US-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAB006_002	semapv:ManualMappingCuration
unit:TON_LONG-PER-YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA847_002	semapv:ManualMappingCuration
unit:TON_US-PER-YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA844_002	semapv:ManualMappingCuration
unit:TON_F_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA842_002	semapv:ManualMappingCuration
unit:YR_Sidereal	skos:exactMatch	eclass:IRDI_0173_1_05_AAA838_002	semapv:ManualMappingCuration
unit:YD-PER-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA967_002	semapv:ManualMappingCuration
unit:LB-PER-IN3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA881_002	semapv:ManualMappingCuration
unit:LB	skos:exactMatch	eclass:IRDI_0173_1_05_AAA801_002	semapv:ManualMappingCuration
unit:L-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA158_003	semapv:ManualMappingCuration
unit:TON_LONG	skos:exactMatch	eclass:IRDI_0173_1_05_AAB039_002	semapv:ManualMappingCuration
unit:TON_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAB039_002	semapv:ManualMappingCuration
unit:L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA179_003	semapv:ManualMappingCuration
unit:LM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA601_003	semapv:ManualMappingCuration
unit:LUX	skos:exactMatch	eclass:IRDI_0173_1_05_AAA541_003	semapv:ManualMappingCuration
unit:MilliGM-PER-L	skos:exactMatch	eclass:IRDI_0173_1_05_AAA309_003	semapv:ManualMappingCuration
unit:PER-YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA805_002	semapv:ManualMappingCuration
unit:YD3-PER-DEG_F	skos:exactMatch	eclass:IRDI_0173_1_05_AAA973_002	semapv:ManualMappingCuration
unit:YD3-PER-DAY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA984_002	semapv:ManualMappingCuration
unit:YD3-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA839_002	semapv:ManualMappingCuration
unit:YD3-PER-MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA926_002	semapv:ManualMappingCuration
unit:YD3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB023_002	semapv:ManualMappingCuration
unit:BFT	skos:exactMatch	eclass:IRDI_0173_1_05_AAB065_002	semapv:ManualMappingCuration
unit:MicroCi	skos:exactMatch	eclass:IRDI_0173_1_05_AAA335_003	semapv:ManualMappingCuration
unit:MicroIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAB044_002	semapv:ManualMappingCuration
unit:MegaW	skos:exactMatch	eclass:IRDI_0173_1_05_AAA632_003	semapv:ManualMappingCuration
unit:MilliBAR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA466_003	semapv:ManualMappingCuration
unit:MicroGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA127_003	semapv:ManualMappingCuration
unit:MilliCi	skos:exactMatch	eclass:IRDI_0173_1_05_AAA533_003	semapv:ManualMappingCuration
unit:MilliGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA304_003	semapv:ManualMappingCuration
unit:MegaHZ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA581_003	semapv:ManualMappingCuration
unit:MIN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA109_003	semapv:ManualMappingCuration
unit:MilliL	skos:exactMatch	eclass:IRDI_0173_1_05_AAA678_003	semapv:ManualMappingCuration
unit:MilliM2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA295_003	semapv:ManualMappingCuration
unit:MilliM3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA230_003	semapv:ManualMappingCuration
unit:MilliM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA480_003	semapv:ManualMappingCuration
unit:MO	skos:exactMatch	eclass:IRDI_0173_1_05_AAA123_004	semapv:ManualMappingCuration
unit:MO_MeanGREGORIAN	skos:exactMatch	eclass:IRDI_0173_1_05_AAA123_004	semapv:ManualMappingCuration
unit:MegaPA	skos:exactMatch	eclass:IRDI_0173_1_05_AAA453_003	semapv:ManualMappingCuration
unit:M3-PER-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA668_003	semapv:ManualMappingCuration
unit:M3-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA262_003	semapv:ManualMappingCuration
unit:M-PER-SEC2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA597_003	semapv:ManualMappingCuration
unit:M2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA078_003	semapv:ManualMappingCuration
unit:M3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA342_003	semapv:ManualMappingCuration
unit:M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA551_003	semapv:ManualMappingCuration
unit:M-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA434_003	semapv:ManualMappingCuration
unit:MegaV-A	skos:exactMatch	eclass:IRDI_0173_1_05_AAA734_003	semapv:ManualMappingCuration
unit:MegaW-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA647_003	semapv:ManualMappingCuration
unit:MilliGM-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA603_003	semapv:ManualMappingCuration
unit:N	skos:exactMatch	eclass:IRDI_0173_1_05_AAA561_003	semapv:ManualMappingCuration
unit:N-M	skos:exactMatch	eclass:IRDI_0173_1_05_AAA212_003	semapv:ManualMappingCuration
unit:PPTH	skos:exactMatch	eclass:IRDI_0173_1_05_AAA949_002	semapv:ManualMappingCuration
unit:OHM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA049_003	semapv:ManualMappingCuration
unit:OZ	skos:exactMatch	eclass:IRDI_0173_1_05_AAA421_003	semapv:ManualMappingCuration
unit:OZ_VOL_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAA174_003	semapv:ManualMappingCuration
unit:OZ_VOL_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA932_002	semapv:ManualMappingCuration
unit:PERCENT	skos:exactMatch	eclass:IRDI_0173_1_05_AAA129_003	semapv:ManualMappingCuration
unit:LB-PER-FT	skos:exactMatch	eclass:IRDI_0173_1_05_AAA779_003	semapv:ManualMappingCuration
unit:PA	skos:exactMatch	eclass:IRDI_0173_1_05_AAA015_003	semapv:ManualMappingCuration
unit:DEGREE_PLATO	skos:exactMatch	eclass:IRDI_0173_1_05_AAB007_002	semapv:ManualMappingCuration
unit:LB_F-PER-IN2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA231_004	semapv:ManualMappingCuration
unit:PSI	skos:exactMatch	eclass:IRDI_0173_1_05_AAA231_004	semapv:ManualMappingCuration
unit:PINT_US_DRY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA969_002	semapv:ManualMappingCuration
unit:PINT	skos:exactMatch	eclass:IRDI_0173_1_05_AAA912_002	semapv:ManualMappingCuration
unit:PINT_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA912_002	semapv:ManualMappingCuration
unit:QT_US_DRY	skos:exactMatch	eclass:IRDI_0173_1_05_AAA965_002	semapv:ManualMappingCuration
unit:QT_UK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA993_002	semapv:ManualMappingCuration
unit:FT2-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAB002_002	semapv:ManualMappingCuration
unit:M2-PER-SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA509_003	semapv:ManualMappingCuration
unit:SEC	skos:exactMatch	eclass:IRDI_0173_1_05_AAA203_003	semapv:ManualMappingCuration
unit:S	skos:exactMatch	eclass:IRDI_0173_1_05_AAA674_003	semapv:ManualMappingCuration
unit:MI	skos:exactMatch	eclass:IRDI_0173_1_05_AAA758_003	semapv:ManualMappingCuration
unit:TON_SHORT	skos:exactMatch	eclass:IRDI_0173_1_05_AAB033_002	semapv:ManualMappingCuration
unit:TON_US	skos:exactMatch	eclass:IRDI_0173_1_05_AAB033_002	semapv:ManualMappingCuration
unit:TONNE	skos:exactMatch	eclass:IRDI_0173_1_05_AAA569_003	semapv:ManualMappingCuration
unit:TON_Metric	skos:exactMatch	eclass:IRDI_0173_1_05_AAA569_003	semapv:ManualMappingCuration
unit:TORR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA957_002	semapv:ManualMappingCuration
unit:V	skos:exactMatch	eclass:IRDI_0173_1_05_AAA153_003	semapv:ManualMappingCuration
unit:W-PER-KiloGM	skos:exactMatch	eclass:IRDI_0173_1_05_AAA490_003	semapv:ManualMappingCuration
unit:WB	skos:exactMatch	eclass:IRDI_0173_1_05_AAA384_003	semapv:ManualMappingCuration
unit:WK	skos:exactMatch	eclass:IRDI_0173_1_05_AAA199_003	semapv:ManualMappingCuration
unit:W-HR	skos:exactMatch	eclass:IRDI_0173_1_05_AAA753_003	semapv:ManualMappingCuration
unit:W	skos:exactMatch	eclass:IRDI_0173_1_05_AAA282_003	semapv:ManualMappingCuration
unit:CH	skos:exactMatch	eclass:IRDI_0173_1_05_AAA718_003	semapv:ManualMappingCuration
unit:YD2	skos:exactMatch	eclass:IRDI_0173_1_05_AAA762_003	semapv:ManualMappingCuration
unit:YD3	skos:exactMatch	eclass:IRDI_0173_1_05_AAA317_003	semapv:ManualMappingCuration
unit:YD	skos:exactMatch	eclass:IRDI_0173_1_05_AAA511_003	semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
